x-axis-Sec	ch1	ch2
-4.02E-008	4.75	-0.0025
-4.015E-008	4.875	-0.0025
-4.01E-008	4.875	-0.065
-4.005E-008	4.938	-0.065
-0.00000004	4.938	-0.1275
-0.00000004	4.813	-0.065
-3.99E-008	4.875	-0.0025
-3.985E-008	4.938	-0.1275
-3.98E-008	4.938	-0.0025
-3.975E-008	5	-0.065
-3.97E-008	4.875	-0.1275
-3.965E-008	4.938	-0.0025
-3.96E-008	4.875	-0.065
-3.955E-008	4.875	-0.0025
-3.95E-008	4.875	-0.0025
-3.945E-008	4.875	-0.1275
-3.94E-008	4.813	-0.065
-3.935E-008	4.813	-0.1275
-3.93E-008	4.688	-0.0025
-3.925E-008	4.875	-0.1275
-3.92E-008	4.875	-0.0025
-3.915E-008	4.813	-0.19
-3.91E-008	4.875	-0.065
-3.905E-008	4.75	-0.065
-0.000000039	4.813	-0.065
-0.000000039	4.688	-0.1275
-3.89E-008	4.875	-0.1275
-3.885E-008	4.813	-0.1275
-3.88E-008	4.813	-0.1275
-3.875E-008	4.813	-0.1275
-3.87E-008	4.875	-0.065
-3.865E-008	4.75	-0.1275
-3.86E-008	4.813	-0.1275
-3.855E-008	4.563	-0.065
-3.85E-008	4.688	-0.065
-3.845E-008	4.75	-0.1275
-3.84E-008	4.813	-0.19
-3.835E-008	4.75	-0.19
-3.83E-008	4.75	-0.19
-3.825E-008	4.75	-0.1275
-3.82E-008	4.75	-0.1275
-3.815E-008	4.813	-0.065
-3.81E-008	4.75	-0.1275
-3.805E-008	4.75	-0.1275
-0.000000038	4.75	-0.1275
-0.000000038	4.75	-0.1275
-3.79E-008	4.625	-0.19
-3.785E-008	4.563	-0.065
-3.78E-008	4.813	-0.0025
-3.775E-008	4.688	-0.19
-3.77E-008	4.625	-0.1275
-3.765E-008	4.75	-0.19
-3.76E-008	4.563	-0.1275
-3.755E-008	4.688	-0.1275
-3.75E-008	4.688	-0.1275
-3.745E-008	4.625	-0.065
-3.74E-008	4.625	-0.1275
-3.735E-008	4.625	-0.19
-3.73E-008	4.625	-0.19
-3.725E-008	4.625	-0.065
-3.72E-008	4.625	-0.1275
-3.715E-008	4.563	-0.1275
-3.71E-008	4.625	-0.1275
-3.705E-008	4.625	-0.1275
-0.000000037	4.563	-0.1275
-0.000000037	4.563	-0.1275
-3.69E-008	4.625	-0.1275
-3.685E-008	4.625	-0.1275
-3.68E-008	4.625	-0.1275
-3.675E-008	4.563	-0.19
-3.67E-008	4.75	-0.1275
-3.665E-008	4.625	-0.19
-3.66E-008	4.563	-0.1275
-3.655E-008	4.5	-0.1275
-3.65E-008	4.625	-0.19
-3.645E-008	4.563	-0.2525
-3.64E-008	4.375	-0.19
-3.635E-008	4.438	-0.1275
-3.63E-008	4.563	-0.19
-3.625E-008	4.375	-0.1275
-3.62E-008	4.5	-0.1275
-3.615E-008	4.5	-0.1275
-3.61E-008	4.5	-0.19
-3.605E-008	4.375	-0.1275
-0.000000036	4.563	-0.1275
-0.000000036	4.375	-0.1275
-3.59E-008	4.563	-0.19
-3.585E-008	4.438	-0.19
-3.58E-008	4.5	-0.19
-3.575E-008	4.438	-0.19
-3.57E-008	4.5	-0.1275
-3.565E-008	4.313	-0.1275
-3.56E-008	4.375	-0.2525
-3.555E-008	4.5	-0.19
-3.55E-008	4.25	-0.19
-3.545E-008	4.375	-0.19
-3.54E-008	4.375	-0.2525
-3.535E-008	4.5	-0.19
-3.53E-008	4.375	-0.19
-3.525E-008	4.5	-0.19
-3.52E-008	4.313	-0.19
-3.515E-008	4.313	-0.2525
-3.51E-008	4.063	-0.2525
-3.505E-008	4.438	-0.19
-0.000000035	4.188	-0.19
-0.000000035	4.25	-0.315
-3.49E-008	4.25	-0.2525
-3.485E-008	4.375	-0.19
-3.48E-008	4.375	-0.2525
-3.475E-008	4.313	-0.19
-3.47E-008	4.313	-0.1275
-3.465E-008	4.375	-0.1275
-3.46E-008	4.375	-0.1275
-3.455E-008	4.25	-0.2525
-3.45E-008	4.25	-0.19
-3.445E-008	4.25	-0.2525
-3.44E-008	4.188	-0.2525
-3.435E-008	4.313	-0.1275
-3.43E-008	4.125	-0.2525
-3.425E-008	4.063	-0.1275
-3.42E-008	4.188	-0.2525
-3.415E-008	4.063	-0.1275
-3.41E-008	4.25	-0.19
-3.405E-008	4.125	-0.315
-0.000000034	4.063	-0.19
-0.000000034	4.125	-0.2525
-3.39E-008	4.25	-0.19
-3.385E-008	4.125	-0.315
-3.38E-008	4.125	-0.2525
-3.375E-008	3.938	-0.19
-3.37E-008	4.125	-0.2525
-3.365E-008	4.063	-0.2525
-3.36E-008	4.063	-0.2525
-3.355E-008	4.125	-0.2525
-3.35E-008	4.125	-0.19
-3.345E-008	4.063	-0.315
-3.34E-008	4.125	-0.1275
-3.335E-008	4	-0.19
-3.33E-008	3.938	-0.2525
-3.325E-008	3.75	-0.2525
-3.32E-008	4.125	-0.2525
-3.315E-008	4	-0.2525
-3.31E-008	4.125	-0.315
-3.305E-008	4	-0.2525
-0.000000033	3.938	-0.19
-0.000000033	4	-0.19
-3.29E-008	4.063	-0.19
-3.285E-008	4.125	-0.19
-3.28E-008	3.875	-0.19
-3.275E-008	3.75	-0.315
-3.27E-008	3.75	-0.2525
-3.265E-008	3.688	-0.315
-3.26E-008	3.75	-0.315
-3.255E-008	3.813	-0.315
-3.25E-008	3.813	-0.315
-3.245E-008	3.75	-0.3775
-3.24E-008	3.875	-0.2525
-3.235E-008	3.875	-0.2525
-3.23E-008	3.938	-0.315
-3.225E-008	3.75	-0.315
-3.22E-008	3.625	-0.315
-3.215E-008	3.625	-0.2525
-3.21E-008	3.813	-0.315
-3.205E-008	3.75	-0.315
-0.000000032	3.688	-0.315
-0.000000032	3.688	-0.315
-3.19E-008	3.688	-0.315
-3.185E-008	3.688	-0.3775
-3.18E-008	3.688	-0.315
-3.175E-008	3.688	-0.3775
-3.17E-008	3.625	-0.19
-3.165E-008	3.688	-0.19
-3.16E-008	3.375	-0.2525
-3.155E-008	3.5	-0.3775
-3.15E-008	3.438	-0.3775
-3.145E-008	3.75	-0.315
-3.14E-008	3.625	-0.44
-3.135E-008	3.5	-0.3775
-3.13E-008	3.563	-0.3775
-3.125E-008	3.625	-0.19
-3.12E-008	3.688	-0.2525
-3.115E-008	3.5	-0.315
-3.11E-008	3.375	-0.3775
-3.105E-008	3.5	-0.315
-0.000000031	3.375	-0.2525
-0.000000031	3.25	-0.315
-3.09E-008	3.563	-0.315
-3.085E-008	3.563	-0.44
-3.08E-008	3.375	-0.3775
-3.075E-008	3.438	-0.2525
-3.07E-008	3.5	-0.315
-3.065E-008	3.25	-0.2525
-3.06E-008	3.25	-0.3775
-3.055E-008	3.5	-0.3775
-3.05E-008	3.063	-0.3775
-3.045E-008	3.188	-0.2525
-3.04E-008	3.188	-0.315
-3.035E-008	3.563	-0.2525
-3.03E-008	3.25	-0.315
-3.025E-008	3.25	-0.3775
-3.02E-008	2.938	-0.315
-3.015E-008	3.125	-0.315
-3.01E-008	3.25	-0.315
-3.005E-008	3.5	-0.3775
-0.00000003	3.25	-0.3775
-0.00000003	3.5	-0.44
-2.99E-008	3.125	-0.2525
-2.985E-008	3.188	-0.315
-2.98E-008	3.125	-0.3775
-2.975E-008	3.563	-0.44
-2.97E-008	3.313	-0.3775
-2.965E-008	3.25	-0.44
-2.96E-008	3.25	-0.3775
-2.955E-008	3.188	-0.3775
-2.95E-008	3.125	-0.3775
-2.945E-008	2.938	-0.3775
-2.94E-008	3.125	-0.3775
-2.935E-008	2.75	-0.44
-2.93E-008	3.063	-0.3775
-2.925E-008	3.125	-0.44
-2.92E-008	3	-0.44
-2.915E-008	2.938	-0.3775
-2.91E-008	3	-0.3775
-2.905E-008	2.875	-0.3775
-0.000000029	3	-0.44
-0.000000029	2.625	-0.44
-2.89E-008	2.875	-0.3775
-2.885E-008	2.688	-0.5025
-2.88E-008	3	-0.44
-2.875E-008	3	-0.5025
-2.87E-008	2.875	-0.315
-2.865E-008	2.688	-0.5025
-2.86E-008	2.813	-0.44
-2.855E-008	2.313	-0.44
-2.85E-008	2.688	-0.44
-2.845E-008	2.813	-0.3775
-2.84E-008	2.625	-0.44
-2.835E-008	2.625	-0.5025
-2.83E-008	3.188	-0.5025
-2.825E-008	2.5	-0.5025
-2.82E-008	3.063	-0.5025
-2.815E-008	2.563	-0.3775
-2.81E-008	2.5	-0.5025
-2.805E-008	2.188	-0.3775
-0.000000028	2.563	-0.3775
-0.000000028	2.625	-0.44
-2.79E-008	2.438	-0.5025
-2.785E-008	2.25	-0.44
-2.78E-008	2.625	-0.44
-2.775E-008	2.125	-0.44
-2.77E-008	2.375	-0.3775
-2.765E-008	2.563	-0.5025
-2.76E-008	2.5	-0.5025
-2.755E-008	2.438	-0.5025
-2.75E-008	2.438	-0.5025
-2.745E-008	2.313	-0.5025
-2.74E-008	2.375	-0.5025
-2.735E-008	2.313	-0.44
-2.73E-008	2.188	-0.5025
-2.725E-008	2.25	-0.5025
-2.72E-008	2.188	-0.565
-2.715E-008	2.313	-0.44
-2.71E-008	2.313	-0.5025
-2.705E-008	2.188	-0.44
-0.000000027	2.375	-0.5025
-0.000000027	2.125	-0.5025
-2.69E-008	2.25	-0.565
-2.685E-008	2.313	-0.5025
-2.68E-008	1.563	-0.5025
-2.675E-008	2.188	-0.5025
-2.67E-008	2.438	-0.44
-2.665E-008	2.375	-0.5025
-2.66E-008	2.188	-0.5025
-2.655E-008	2.063	-0.5025
-2.65E-008	2.25	-0.5025
-2.645E-008	2.438	-0.5025
-2.64E-008	1.688	-0.5025
-2.635E-008	2.063	-0.44
-2.63E-008	2.063	-0.5025
-2.625E-008	2.063	-0.5025
-2.62E-008	2.063	-0.5025
-2.615E-008	1.875	-0.565
-2.61E-008	1.938	-0.565
-2.605E-008	1.375	-0.565
-0.000000026	2.125	-0.565
-0.000000026	1.688	-0.5025
-2.59E-008	1.688	-0.5025
-2.585E-008	1.625	-0.565
-2.58E-008	1.938	-0.5025
-2.575E-008	1.563	-0.5025
-2.57E-008	2.125	-0.5025
-2.565E-008	1.625	-0.565
-2.56E-008	1.938	-0.565
-2.555E-008	2.125	-0.565
-2.55E-008	1.688	-0.5025
-2.545E-008	1.625	-0.565
-2.54E-008	1.813	-0.565
-2.535E-008	1.875	-0.565
-2.53E-008	1.875	-0.6275
-2.525E-008	1.688	-0.565
-2.52E-008	1.563	-0.565
-2.515E-008	1.438	-0.6275
-2.51E-008	1.625	-0.565
-2.505E-008	1.813	-0.565
-0.000000025	1.438	-0.565
-0.000000025	1.563	-0.565
-2.49E-008	1.438	-0.565
-2.485E-008	1.688	-0.565
-2.48E-008	1.563	-0.5025
-2.475E-008	1.438	-0.5025
-2.47E-008	1.625	-0.5025
-2.465E-008	1.688	-0.5025
-2.46E-008	1.625	-0.5025
-2.455E-008	1.438	-0.69
-2.45E-008	1.375	-0.69
-2.445E-008	1.188	-0.565
-2.44E-008	1.813	-0.69
-2.435E-008	1.563	-0.565
-2.43E-008	1.563	-0.69
-2.425E-008	1.375	-0.5025
-2.42E-008	1.375	-0.565
-2.415E-008	1.5	-0.5025
-2.41E-008	1.375	-0.5025
-2.405E-008	1	-0.69
-0.000000024	1.188	-0.565
-0.000000024	1	-0.69
-2.39E-008	1.25	-0.69
-2.385E-008	1.125	-0.69
-2.38E-008	1.125	-0.6275
-2.375E-008	0.875	-0.6275
-2.37E-008	1.188	-0.565
-2.365E-008	1.063	-0.6275
-2.36E-008	1.188	-0.69
-2.355E-008	0.9375	-0.565
-2.35E-008	0.9375	-0.6275
-2.345E-008	1.25	-0.565
-2.34E-008	0.875	-0.565
-2.335E-008	0.375	-0.565
-2.33E-008	1.063	-0.69
-2.325E-008	0.875	-0.565
-2.32E-008	1.063	-0.69
-2.315E-008	0.9375	-0.69
-2.31E-008	1.125	-0.69
-2.305E-008	0.875	-0.69
-0.000000023	0.75	-0.6275
-0.000000023	0.9375	-0.6275
-2.29E-008	0.9375	-0.565
-2.285E-008	1.125	-0.6275
-2.28E-008	0.9375	-0.6275
-2.275E-008	0.875	-0.6275
-2.27E-008	0.875	-0.6275
-2.265E-008	0.6875	-0.69
-2.26E-008	0.5625	-0.6275
-2.255E-008	0.6875	-0.6275
-2.25E-008	0.5	-0.69
-2.245E-008	1.125	-0.69
-2.24E-008	0.75	-0.565
-2.235E-008	0.5625	-0.69
-2.23E-008	0.625	-0.6275
-2.225E-008	0.75	-0.69
-2.22E-008	0.75	-0.565
-2.215E-008	0.8125	-0.6275
-2.21E-008	0.6875	-0.69
-2.205E-008	0.8125	-0.6275
-0.000000022	0.625	-0.69
-0.000000022	0.625	-0.6275
-2.19E-008	0.5625	-0.6275
-2.185E-008	0.4375	-0.6275
-2.18E-008	0.625	-0.6275
-2.175E-008	0.0625	-0.69
-2.17E-008	0.6875	-0.565
-2.165E-008	0.5625	-0.565
-2.16E-008	0.125	-0.6275
-2.155E-008	0.375	-0.69
-2.15E-008	0.375	-0.69
-2.145E-008	0.75	-0.69
-2.14E-008	0.375	-0.69
-2.135E-008	0.4375	-0.6275
-2.13E-008	0.3125	-0.7525
-2.125E-008	0.3125	-0.69
-2.12E-008	0.5	-0.6275
-2.115E-008	0.4375	-0.6275
-2.11E-008	0.3125	-0.69
-2.105E-008	0.3125	-0.69
-0.000000021	0.25	-0.69
-0.000000021	0.0625	-0.69
-2.09E-008	0.375	-0.69
-2.085E-008	0.3125	-0.6275
-2.08E-008	0.1875	-0.69
-2.075E-008	0.3125	-0.6275
-2.07E-008	0.3125	-0.6275
-2.065E-008	0.1875	-0.6275
-2.06E-008	0.25	-0.69
-2.055E-008	0.375	-0.69
-2.05E-008	-0.0625	-0.69
-2.045E-008	0.25	-0.6275
-2.04E-008	0	-0.69
-2.035E-008	0.375	-0.6275
-2.03E-008	0.125	-0.69
-2.025E-008	0.0625	-0.6275
-2.02E-008	-0.25	-0.69
-2.015E-008	0	-0.69
-2.01E-008	0.0625	-0.69
-2.005E-008	0.375	-0.6275
-0.00000002	0.125	-0.6275
-0.00000002	-0.25	-0.69
-1.99E-008	0.0625	-0.69
-1.985E-008	0.0625	-0.6275
-1.98E-008	-0.0625	-0.69
-1.975E-008	0.3125	-0.6275
