x-axis-Sec	ch1	ch2	ch2
-0.0000069	-0.0575	4.968	4.88
-0.000006875	-0.0575	4.968	4.943
-0.00000685	0.005	4.968	4.943
-0.000006825	0.005	4.984	4.943
-0.0000068	0.005	5.015	5.005
-0.000006775	0.005	4.968	4.943
-0.00000675	-0.12	4.968	4.943
-0.000006725	0.005	5	4.943
-0.0000067	-0.0575	4.968	5.005
-0.000006675	0.005	4.984	4.943
-0.00000665	0.005	4.968	4.943
-0.000006625	-0.0575	4.968	4.943
-0.0000066	-0.0575	4.968	4.943
-0.000006575	0.005	4.968	4.943
-0.00000655	-0.0575	5.015	4.943
-0.000006525	0.005	5	4.943
-0.0000065	-0.0575	5	4.943
-0.000006475	-0.0575	4.984	4.943
-0.00000645	0.005	4.968	5.005
-0.000006425	-0.0575	4.984	4.943
-0.0000064	-0.0575	4.984	4.88
-0.000006375	0.005	5	4.943
-0.00000635	-0.0575	4.968	4.88
-0.000006325	0.005	4.968	4.943
-0.0000063	0.005	5	4.943
-0.000006275	-0.0575	4.968	4.943
-0.00000625	0.005	4.984	4.88
-0.000006225	0.005	5	4.88
-0.0000062	-0.0575	4.968	4.943
-0.000006175	-0.12	4.984	4.88
-0.00000615	-0.0575	5	4.943
-0.000006125	0.005	4.984	4.943
-0.0000061	0.005	4.984	4.88
-0.000006075	0.005	5	4.943
-0.00000605	0.005	4.984	4.943
-0.000006025	0.005	5	4.88
-0.000006	-0.0575	5	5.005
-0.000005975	-0.0575	5	5.005
-0.00000595	-0.0575	4.984	4.943
-0.000005925	-0.0575	4.968	4.943
-0.0000059	0.005	4.984	4.943
-0.000005875	0.005	4.968	5.005
-0.00000585	0.005	4.984	5.005
-0.000005825	-0.0575	5	5.005
-0.0000058	-0.0575	4.968	4.943
-0.000005775	0.005	5.015	4.88
-0.00000575	0.005	4.968	4.943
-0.000005725	-0.0575	4.968	4.943
-0.0000057	-0.0575	5	4.943
-0.000005675	-0.0575	5	4.943
-0.00000565	-0.0575	5	4.943
-0.000005625	-0.0575	4.968	4.88
-0.0000056	0.005	4.968	4.943
-0.000005575	0.005	5	4.943
-0.00000555	0.005	4.984	4.943
-0.000005525	-0.0575	4.968	4.943
-0.0000055	-0.0575	5	4.943
-0.000005475	0.005	4.968	4.943
-0.00000545	-0.0575	4.968	4.943
-0.000005425	0.005	4.968	5.005
-0.0000054	-0.12	5	5.005
-0.000005375	-0.0575	4.984	4.943
-0.00000535	0.005	4.984	4.943
-0.000005325	0.005	4.968	4.943
-0.0000053	-0.0575	5	5.005
-0.000005275	-0.0575	4.984	4.943
-0.00000525	0.0675	5	4.943
-0.000005225	-0.0575	5.015	5.005
-0.0000052	-0.0575	4.984	5.005
-0.000005175	0.005	5	5.068
-0.00000515	-0.0575	4.984	5.005
-0.000005125	0.005	4.968	4.943
-0.0000051	-0.0575	4.968	5.005
-0.000005075	-0.0575	4.968	5.068
-0.00000505	0.005	5.015	5.068
-0.000005025	0.005	5	5.005
-0.000005	-0.12	4.968	5.068
-0.000004975	0.005	5	5.068
-0.00000495	0.005	4.984	5.005
-0.000004925	0.005	5	5.068
-0.0000049	0.005	5	5.068
-0.000004875	-0.12	4.984	5.193
-0.00000485	0.005	4.984	5.068
-0.000004825	-0.0575	4.968	5.068
-0.0000048	0.005	4.968	5.068
-0.000004775	-0.0575	5	5.068
-0.00000475	0.005	4.984	5.068
-0.000004725	0.005	4.968	5.068
-0.0000047	0.005	4.984	5.13
-0.000004675	0.005	4.984	5.13
-0.00000465	0.005	4.968	5.13
-0.000004625	-0.12	4.968	5.13
-0.0000046	0.005	4.984	5.255
-0.000004575	0.005	5	5.13
-0.00000455	0.005	5	5.193
-0.000004525	-0.0575	4.968	5.193
-0.0000045	0.005	4.984	5.193
-0.000004475	-0.0575	4.968	5.13
-0.00000445	-0.0575	5	5.255
-0.000004425	0.005	4.968	5.13
-0.0000044	0.005	4.968	5.193
-0.000004375	0.005	4.968	5.193
-0.00000435	0.005	4.984	5.193
-0.000004325	0.005	5	5.193
-0.0000043	0.005	4.968	5.193
-0.000004275	-0.0575	4.984	5.255
-0.00000425	0.005	5	5.255
-0.000004225	-0.0575	4.968	5.255
-0.0000042	0.005	4.968	5.255
-0.000004175	0.005	5	5.255
-0.00000415	0.005	5	5.38
-0.000004125	-0.0575	4.984	5.318
-0.0000041	-0.0575	5	5.255
-0.000004075	0.005	4.984	5.38
-0.00000405	0.005	4.984	5.38
-0.000004025	-0.0575	4.968	5.318
-0.000004	-0.0575	5	5.318
-0.000003975	-0.0575	5	5.318
-0.00000395	0.005	5	5.318
-0.000003925	0.005	4.968	5.318
-0.0000039	-0.0575	4.984	5.318
-0.000003875	-0.0575	4.984	5.443
-0.00000385	-0.12	4.984	5.443
-0.000003825	0.005	4.984	5.38
-0.0000038	-0.12	5	5.443
-0.000003775	0.005	4.984	5.38
-0.00000375	0.005	5	5.443
-0.000003725	-0.0575	4.968	5.443
-0.0000037	0.005	5	5.443
-0.000003675	-0.0575	5	5.443
-0.00000365	-0.0575	4.968	5.443
-0.000003625	0.005	4.984	5.38
-0.0000036	-0.0575	4.984	5.443
-0.000003575	0.005	5.015	5.443
-0.00000355	-0.12	5	5.443
-0.000003525	-0.0575	4.968	5.443
-0.0000035	0.005	4.968	5.443
-0.000003475	0.005	4.968	5.443
-0.00000345	0.005	4.984	5.38
-0.000003425	-0.0575	5	5.443
-0.0000034	-0.0575	4.984	5.443
-0.000003375	-0.0575	4.984	5.443
-0.00000335	0.005	4.984	5.443
-0.000003325	-0.0575	4.968	5.318
-0.0000033	0.0675	4.968	5.443
-0.000003275	-0.0575	5	5.38
-0.00000325	-0.0575	4.968	5.443
-0.000003225	-0.0575	4.968	5.443
-0.0000032	0.005	4.968	5.443
-0.000003175	0.005	5	5.38
-0.00000315	0.005	4.984	5.38
-0.000003125	-0.0575	4.968	5.443
-0.0000031	-0.0575	4.968	5.38
-0.000003075	0.005	4.968	5.38
-0.00000305	-0.12	4.968	5.318
-0.000003025	-0.0575	4.968	5.38
-0.000003	0.005	4.968	5.38
-0.000002975	0.005	5	5.443
-0.00000295	0.005	4.984	5.38
-0.000002925	0.005	5	5.38
-0.0000029	0.005	4.968	5.38
-0.000002875	0.0675	5	5.38
-0.00000285	-0.0575	5	5.38
-0.000002825	0.005	4.968	5.318
-0.0000028	0.005	4.984	5.255
-0.000002775	-0.0575	4.968	5.255
-0.00000275	0.005	5	5.255
-0.000002725	-0.0575	4.984	5.193
-0.0000027	0.005	4.968	5.193
-0.000002675	0.005	5	5.255
-0.00000265	0.005	5	5.193
-0.000002625	-0.0575	4.984	5.255
-0.0000026	0.005	5	5.13
-0.000002575	0.0675	4.968	5.193
-0.00000255	0.005	5.015	5.13
-0.000002525	-0.0575	5	5.13
-0.0000025	-0.0575	5	5.13
-0.000002475	0.005	5	5.068
-0.00000245	0.005	4.968	5.13
-0.000002425	-0.12	4.968	5.005
-0.0000024	-0.0575	5.015	5.068
-0.000002375	-0.0575	4.968	5.193
-0.00000235	-0.0575	4.984	5.068
-0.000002325	-0.0575	4.968	5.068
-0.0000023	-0.12	5	5.005
-0.000002275	0.005	4.984	4.943
-0.00000225	0.005	4.968	4.943
-0.000002225	-0.0575	4.968	4.943
-0.0000022	0.005	4.984	4.943
-0.000002175	-0.0575	4.968	5.005
-0.00000215	0.005	5.015	4.943
-0.000002125	0.005	4.968	4.88
-0.0000021	-0.0575	4.984	4.818
-0.000002075	0.005	4.968	4.818
-0.00000205	-0.0575	4.968	4.755
-0.000002025	-0.0575	4.984	4.818
-0.000002	-0.0575	4.984	4.755
-0.000001975	0.005	5	4.693
-0.00000195	-0.0575	5	4.693
-0.000001925	-0.0575	4.968	4.693
-0.0000019	0.005	4.984	4.755
-0.000001875	-0.0575	5.015	4.693
-0.00000185	-0.0575	4.968	4.63
-0.000001825	0.005	4.968	4.63
-0.0000018	0.0675	5	4.568
-0.000001775	0.005	5	4.505
-0.00000175	-0.0575	4.968	4.505
-0.000001725	0.005	5	4.63
-0.0000017	0.0675	4.984	4.505
-0.000001675	-0.0575	5.015	4.568
-0.00000165	-0.0575	4.968	4.443
-0.000001625	0.005	4.968	4.443
-0.0000016	-0.12	4.968	4.443
-0.000001575	-0.0575	4.968	4.38
-0.00000155	0.005	4.968	4.318
-0.000001525	-0.0575	4.984	4.38
-0.0000015	0.005	5	4.38
-0.000001475	0.005	4.968	4.38
-0.00000145	0.005	4.968	4.318
-0.000001425	0.005	5.015	4.38
-0.0000014	-0.0575	5	4.38
-0.000001375	0.005	4.968	4.255
-0.00000135	0.005	4.984	4.193
-0.000001325	0.005	5	4.255
-0.0000013	0.005	5.015	4.193
-0.000001275	0.005	4.968	4.13
-0.00000125	-0.0575	4.968	4.193
-0.000001225	-0.0575	4.984	4.193
-0.0000012	-0.0575	4.984	4.13
-0.000001175	0.005	4.968	4.068
-0.00000115	-0.0575	4.968	4.068
-0.000001125	0.005	4.984	4.068
-0.0000011	-0.0575	4.968	4.005
-0.000001075	-0.0575	5	4.005
-0.00000105	-0.0575	4.968	3.943
-0.000001025	0.005	4.968	3.943
-0.000001	0.005	4.968	3.943
-0.000000975	-0.0575	5	3.943
-0.00000095	-0.0575	5	3.943
-0.000000925	-0.0575	4.968	3.88
-0.0000009	0.005	5	3.88
-0.000000875	-0.0575	5	3.818
-0.00000085	0.005	4.984	3.818
-0.000000825	-0.0575	5	3.818
-0.0000008	0.0675	4.968	3.818
-0.000000775	0.005	4.968	3.693
-0.00000075	-0.0575	4.984	3.755
-0.000000725	0.005	4.984	3.63
-0.0000007	0.005	4.984	3.693
-0.000000675	-0.0575	5	3.693
-0.00000065	-0.0575	4.984	3.693
-0.000000625	-0.0575	4.968	3.755
-0.0000006	0.005	4.984	3.63
-0.000000575	0.005	4.968	3.568
-0.00000055	-0.0575	4.968	3.568
-0.000000525	0.005	4.984	3.505
-0.0000005	0.005	5	3.568
-0.000000475	-0.0575	4.968	3.568
-0.00000045	0.005	4.984	3.568
-0.000000425	0.005	5	3.505
-0.0000004	0.005	4.984	3.505
-0.000000375	0.0675	5	3.443
-0.00000035	0.005	4.968	3.443
-0.000000325	0.005	4.968	3.443
-0.0000003	0.005	4.984	3.38
-0.000000275	0.005	4.984	3.443
-0.00000025	-0.12	4.968	3.318
-0.000000225	0.005	5	3.443
-0.0000002	0.005	4.968	3.38
-0.000000175	0.005	5.015	3.443
-0.00000015	6.005	5	3.38
-0.000000125	4.818	5	3.38
-0.0000001	5.38	5	3.318
-0.000000075	4.818	5	3.38
-0.00000005	5.068	4.906	3.318
-0.000000025	5.193	4.672	3.255
-2.3293406E-021	5.13	5.234	3.318
0.000000025	5.13	4.968	3.318
0.00000005	5.193	4.765	3.193
0.000000075	5.13	5.062	3.193
0.0000001	5.005	4.922	3.193
0.000000125	5.005	4.922	3.13
0.00000015	5.068	4.984	3.13
0.000000175	5.193	5.047	3.193
0.0000002	5.005	4.937	3.193
0.000000225	5.13	5.031	3.13
0.00000025	5.13	4.984	3.13
0.000000275	5.193	4.984	3.068
0.0000003	5.068	5	3.068
0.000000325	5.005	5	3.068
0.00000035	5.068	4.968	3.005
0.000000375	5.005	5	3.005
0.0000004	5.068	5	3.005
0.000000425	5.068	4.968	3.005
0.00000045	5.005	5	3.005
0.000000475	5.13	4.984	2.943
0.0000005	5.005	4.968	3.005
0.000000525	5.005	5	2.943
0.00000055	5.193	5.015	2.943
0.000000575	5.005	5	3.005
0.0000006	5.068	5	2.943
0.000000625	5.13	4.984	2.943
0.00000065	5.13	4.968	2.88
0.000000675	5.068	4.968	2.88
0.0000007	5.13	5	2.88
0.000000725	5.13	4.968	2.818
0.00000075	5.13	4.968	2.818
0.000000775	5.005	4.968	2.755
0.0000008	5.005	5	2.818
0.000000825	5.13	4.984	2.755
0.00000085	5.068	5	2.755
0.000000875	5.005	4.984	2.755
0.0000009	5.13	4.968	2.693
0.000000925	5.13	5	2.693
0.00000095	5.13	4.984	2.693
0.000000975	5.193	4.968	2.755
0.000001	5.005	4.968	2.755
0.000001025	5.068	5	2.63
0.00000105	5.13	5	2.63
0.000001075	5.068	4.968	2.63
0.0000011	5.13	4.968	2.63
0.000001125	5.13	4.968	2.568
0.00000115	5.193	4.984	2.568
0.000001175	5.13	5	2.568
0.0000012	5.13	4.984	2.568
0.000001225	5.068	5	2.63
0.00000125	5.068	5	2.505
0.000001275	5.13	4.984	2.505
0.0000013	5.005	4.984	2.568
0.000001325	5.068	4.968	2.505
0.00000135	5.13	4.984	2.505
0.000001375	5.005	5	2.568
0.0000014	5.13	4.984	2.505
0.000001425	5.13	4.968	2.443
0.00000145	5.193	5	2.443
0.000001475	5.13	5.015	2.443
0.0000015	5.13	4.968	2.505
0.000001525	5.068	5	2.443
0.00000155	5.068	4.984	2.443
0.000001575	5.13	4.968	2.38
0.0000016	5.068	4.984	2.318
0.000001625	5.13	4.968	2.38
0.00000165	5.13	5	2.38
0.000001675	5.005	5.015	2.38
0.0000017	5.13	4.968	2.255
0.000001725	5.005	5	2.255
0.00000175	5.068	4.968	2.255
0.000001775	5.193	4.984	2.193
0.0000018	5.13	5	2.318
0.000001825	5.068	5.015	2.255
0.00000185	5.068	5	2.255
0.000001875	5.068	4.968	2.193
0.0000019	5.13	5	2.193
0.000001925	5.005	5	2.193
0.00000195	5.13	4.968	2.193
0.000001975	5.13	5	2.193
0.000002	5.005	4.984	2.13
0.000002025	5.13	4.968	2.193
0.00000205	5.005	4.968	2.068
0.000002075	5.13	4.984	2.068
0.0000021	5.068	4.968	2.068
0.000002125	5.13	4.968	2.005
0.00000215	5.068	5	2.068
0.000002175	5.068	5	2.068
0.0000022	5.068	4.984	2.068
0.000002225	5.13	4.984	1.943
0.00000225	5.13	5	1.943
0.000002275	5.193	4.968	1.943
0.0000023	5.13	4.984	2.005
0.000002325	5.13	5.015	1.943
0.00000235	5.13	4.968	1.818
0.000002375	5.13	5	1.943
0.0000024	5.13	4.984	1.88
0.000002425	5.13	4.968	1.818
0.00000245	5.13	5	1.818
0.000002475	5.13	4.984	1.88
0.0000025	5.13	4.984	1.818
0.000002525	5.13	5	1.755
0.00000255	5.13	4.968	1.88
0.000002575	5.005	4.968	1.755
0.0000026	5.13	4.984	1.693
0.000002625	5.13	4.968	1.755
0.00000265	5.13	4.968	1.755
0.000002675	5.13	4.984	1.693
0.0000027	5.13	4.968	1.63
0.000002725	5.068	4.984	1.63
0.00000275	5.068	4.984	1.63
0.000002775	5.068	5	1.693
0.0000028	5.13	4.968	1.63
0.000002825	5.13	5	1.63
0.00000285	5.13	5	1.505
0.000002875	5.13	4.968	1.505
0.0000029	5.068	4.984	1.505
0.000002925	5.068	5	1.568
0.00000295	5.13	5	1.505
0.000002975	5.068	5	1.568
0.000003	5.005	5	1.505
0.000003025	5.005	4.968	1.505
0.00000305	5.13	4.984	1.443
0.000003075	5.193	4.968	1.443
0.0000031	5.13	4.968	1.443
0.000003125	5.13	4.984	1.38
0.00000315	5.005	4.984	1.38
0.000003175	5.13	4.968	1.38
0.0000032	5.005	4.968	1.38
0.000003225	5.13	5	1.38
0.00000325	5.13	4.968	1.318
0.000003275	5.13	4.984	1.318
0.0000033	5.068	4.968	1.255
0.000003325	5.068	4.984	1.318
0.00000335	5.005	4.984	1.255
0.000003375	5.13	4.984	1.255
0.0000034	5.005	5.015	1.255
0.000003425	5.068	4.984	1.255
0.00000345	5.13	5	1.255
0.000003475	5.068	4.984	1.193
0.0000035	5.005	5	1.255
0.000003525	5.005	4.984	1.193
0.00000355	5.13	4.968	1.193
0.000003575	5.068	4.968	1.193
0.0000036	5.13	5	1.193
0.000003625	5.005	4.984	1.13
0.00000365	5.005	4.984	1.13
0.000003675	5.13	4.968	1.005
0.0000037	5.005	4.984	1.13
0.000003725	5.005	4.968	1.005
0.00000375	5.068	5	1.068
0.000003775	5.068	4.984	1.005
0.0000038	5.193	4.968	1.005
0.000003825	5.13	5	1.005
0.00000385	5.068	4.968	1.005
0.000003875	5.13	4.968	1.005
0.0000039	5.13	5	0.88
0.000003925	5.005	4.984	1.005
0.00000395	5.068	5	1.005
0.000003975	5.13	5	0.88
0.000004	5.13	4.968	0.9425
0.000004025	5.193	5.015	0.88
0.00000405	5.005	4.968	0.9425
0.000004075	5.005	4.968	0.9425
0.0000041	5.068	5	0.88
0.000004125	5.13	4.984	0.88
0.00000415	5.13	4.984	0.8175
0.000004175	5.13	4.984	0.8175
0.0000042	5.193	5	0.8175
0.000004225	5.068	5	0.88
0.00000425	5.068	5.015	0.8175
0.000004275	5.005	5	0.755
0.0000043	5.068	4.968	0.8175
0.000004325	5.193	5	0.8175
0.00000435	5.068	4.984	0.8175
0.000004375	5.068	5	0.755
0.0000044	5.005	4.984	0.755
0.000004425	5.005	4.984	0.755
0.00000445	5.068	4.984	0.755
0.000004475	5.13	5	0.755
0.0000045	5.13	4.984	0.755
0.000004525	5.005	4.984	0.63
0.00000455	5.068	4.968	0.6925
0.000004575	5.068	4.968	0.6925
0.0000046	5.068	4.984	0.6925
0.000004625	5.005	5	0.6925
0.00000465	5.068	4.968	0.6925
0.000004675	5.005	5.015	0.6925
0.0000047	5.13	5	0.63
0.000004725	5.005	4.968	0.63
0.00000475	5.005	4.984	0.63
0.000004775	5.005	5	0.5675
0.0000048	5.005	4.984	0.63
0.000004825	5.005	5	0.63
0.00000485	5.13	4.984	0.63
0.000004875	5.13	4.968	0.63
0.0000049	5.068	4.968	0.63
0.000004925	5.005	5	0.63
0.00000495	5.13	4.984	0.5675
0.000004975	5.068	4.984	0.5675
0.000005	5.068	4.968	0.63
0.000005025	5.005	4.968	0.5675
0.00000505	5.068	4.984	0.5675
0.000005075	5.005	4.968	0.5675
0.0000051	5.193	4.984	0.5675
0.000005125	5.068	4.968	0.5675
0.00000515	5.005	5	0.5675
0.000005175	5.068	4.984	0.5675
0.0000052	5.005	4.968	0.63
0.000005225	5.068	5	0.5675
0.00000525	5.068	4.968	0.505
0.000005275	5.13	5.015	0.505
0.0000053	5.13	5	0.505
0.000005325	5.068	4.984	0.505
0.00000535	5.005	4.984	0.505
0.000005375	5.005	5	0.505
0.0000054	5.13	5	0.505
0.000005425	5.005	4.984	0.505
0.00000545	5.193	4.968	0.505
0.000005475	5.005	5	0.4425
0.0000055	5.005	4.968	0.505
0.000005525	5.068	4.984	0.505
0.00000555	5.13	4.984	0.505
0.000005575	5.068	5	0.4425
0.0000056	5.005	5.015	0.505
0.000005625	5.13	4.984	0.38
0.00000565	5.005	4.984	0.505
0.000005675	5.068	4.984	0.38
0.0000057	5.068	4.968	0.4425
0.000005725	5.068	4.968	0.38
0.00000575	5.005	4.984	0.505
0.000005775	5.068	5	0.38
0.0000058	5.005	4.984	0.4425
0.000005825	5.068	4.984	0.4425
0.00000585	5.005	5	0.38
0.000005875	5.068	4.984	0.38
0.0000059	5.005	4.968	0.4425
0.000005925	5.068	4.968	0.38
0.00000595	5.13	5.015	0.38
0.000005975	5.193	4.984	0.38
0.000006	5.005	4.984	0.38
0.000006025	5.005	4.968	0.38
0.00000605	5.005	4.984	0.38
0.000006075	5.005	4.968	0.4425
0.0000061	5.068	4.984	0.4425
0.000006125	5.13	5	0.4425
0.00000615	5.068	4.968	0.38
0.000006175	5.005	4.984	0.38
0.0000062	5.005	4.984	0.38
0.000006225	5.068	5	0.38
0.00000625	5.13	5	0.3175
0.000006275	5.005	4.968	0.38
0.0000063	5.068	4.984	0.3175
0.000006325	5.005	5.015	0.3175
0.00000635	5.13	4.968	0.3175
0.000006375	5.005	4.968	0.3175
0.0000064	5.005	4.968	0.38
0.000006425	5.068	4.968	0.38
0.00000645	5.13	5	0.3175
0.000006475	5.13	4.984	0.38
0.0000065	5.068	5	0.3175
0.000006525	5.13	4.968	0.38
0.00000655	5.005	4.968	0.38
0.000006575	5.005	4.984	0.38
0.0000066	5.068	5	0.3175
0.000006625	5.068	4.984	0.3175
0.00000665	5.005	5	0.38
0.000006675	5.068	5	0.3175
0.0000067	5.13	4.984	0.38
0.000006725	5.068	4.984	0.38
0.00000675	5.068	4.968	0.38
0.000006775	5.005	5	0.3175
0.0000068	5.005	4.984	0.3175
0.000006825	5.13	5	0.3175
0.00000685	5.13	5	0.3175
0.000006875	5.005	4.968	0.38
0.0000069	5.068	4.984	0.3175
0.000006925	5.005	4.968	0.3175
0.00000695	5.068	4.968	0.3175
0.000006975	5.068	5.015	0.3175
0.000007	5.13	5	0.3175
0.000007025	5.005	4.968	0.3175
0.00000705	5.13	4.968	0.3175
0.000007075	5.13	5	0.3175
0.0000071	5.068	5	0.3175
0.000007125	5.068	4.968	0.3175
0.00000715	5.005	4.968	0.3175
0.000007175	5.13	4.984	0.3175
0.0000072	5.005	5	0.3175
0.000007225	5.068	5.015	0.3175
0.00000725	5.068	4.968	0.3175
0.000007275	5.005	4.984	0.3175
0.0000073	5.068	4.984	0.3175
0.000007325	5.005	5	0.3175
0.00000735	5.005	4.968	0.3175
0.000007375	5.068	4.968	0.3175
0.0000074	5.005	4.968	0.3175
0.000007425	5.13	5.015	0.3175
0.00000745	5.005	5	0.3175
0.000007475	5.005	5	0.3175
0.0000075	5.005	5	0.3175
0.000007525	5.13	4.968	0.3175
0.00000755	5.005	5	0.3175
0.000007575	5.068	4.984	0.3175
0.0000076	5.005	4.984	0.3175
0.000007625	5.005	4.968	0.3175
0.00000765	5.005	4.984	0.3175
0.000007675	5.068	5	0.255
0.0000077	5.13	5	0.3175
0.000007725	5.193	5	0.3175
0.00000775	5.13	4.968	0.3175
0.000007775	5.005	4.984	0.255
0.0000078	5.068	4.968	0.3175
0.000007825	5.005	5	0.38
0.00000785	5.068	4.984	0.3175
0.000007875	5.068	5	0.3175
0.0000079	5.13	4.984	0.3175
0.000007925	5.13	4.984	0.3175
0.00000795	5.13	4.984	0.3175
0.000007975	5.068	5.015	0.3175
0.000008	5.068	5	0.38
0.000008025	5.005	5	0.38
0.00000805	5.005	4.968	0.38
0.000008075	5.005	5	0.3175
0.0000081	5.005	4.968	0.38
0.000008125	5.005	4.984	0.38
0.00000815	5.068	4.984	0.255
0.000008175	5.005	4.968	0.3175
0.0000082	5.005	5.015	0.3175
0.000008225	5.13	5	0.3175
0.00000825	5.005	4.968	0.3175
0.000008275	5.068	5	0.3175
0.0000083	5.005	5	0.255
0.000008325	5.005	4.968	0.38
0.00000835	5.13	4.968	0.3175
0.000008375	5.005	4.984	0.3175
0.0000084	5.005	5	0.3175
0.000008425	5.005	5	0.255
0.00000845	5.068	4.968	0.3175
0.000008475	5.068	5	0.3175
0.0000085	5.068	4.984	0.255
0.000008525	5.005	4.968	0.255
0.00000855	5.068	4.968	0.255
0.000008575	5.068	4.968	0.255
0.0000086	5.068	4.968	0.3175
0.000008625	5.005	5	0.38
0.00000865	5.068	5	0.3175
0.000008675	5.005	4.968	0.255
0.0000087	5.068	4.968	0.1925
0.000008725	5.005	4.984	0.255
0.00000875	5.005	4.984	0.1925
0.000008775	5.005	4.984	0.1925
0.0000088	5.068	4.968	0.255
0.000008825	5.13	4.984	0.255
0.00000885	5.068	4.968	0.255
0.000008875	5.005	4.984	0.255
0.0000089	5.068	4.968	0.3175
0.000008925	5.13	4.968	0.3175
0.00000895	5.13	4.984	0.255
0.000008975	5.068	5	0.255
0.000009	5.193	5	0.255
0.000009025	5.13	4.968	0.255
0.00000905	5.005	4.984	0.255
0.000009075	5.068	4.968	0.255
0.0000091	5.068	5	0.1925
0.000009125	5.13	4.984	0.255
0.00000915	5.068	4.968	0.255
0.000009175	5.13	4.968	0.13
0.0000092	5.005	4.968	0.1925
0.000009225	5.068	4.984	0.1925
0.00000925	5.005	4.984	0.1925
0.000009275	5.068	5	0.255
0.0000093	5.068	4.984	0.255
0.000009325	5.068	5	0.255
0.00000935	5.13	5	0.1925
0.000009375	5.068	4.968	0.255
0.0000094	5.068	4.984	0.255
0.000009425	5.068	5	0.255
0.00000945	5.068	4.968	0.1925
0.000009475	5.068	5.015	0.13
0.0000095	5.13	4.984	0.1925
0.000009525	5.068	5	0.1925
0.00000955	5.005	4.968	0.255
0.000009575	5.005	4.968	0.13
0.0000096	5.13	5	0.1925
0.000009625	5.13	5	0.1925
0.00000965	5.13	4.984	0.13
0.000009675	5.13	5	0.1925
0.0000097	5.13	5	0.1925
0.000009725	5.005	4.984	0.1925
0.00000975	5.005	4.968	0.13
0.000009775	5.005	4.984	0.0675
0.0000098	5.193	4.968	0.13
0.000009825	5.068	5	0.1925
0.00000985	5.005	4.968	0.1925
0.000009875	5.068	4.984	0.1925
0.0000099	5.005	5	0.13
0.000009925	5.005	5	0.1925
0.00000995	5.005	5	0.13
0.000009975	5.005	5	0.255
0.00001	5.068	4.968	0.0675
0.000010025	5.068	4.968	0.1925
0.00001005	5.005	4.968	0.1925
0.000010075	5.005	4.968	0.0675
0.0000101	5.005	5	0.0675
0.000010125	5.005	5	0.0675
0.00001015	5.068	5	0.13
0.000010175	5.13	5	0.0675
0.0000102	5.068	5	0.0675
0.000010225	5.068	4.984	0.0675
0.00001025	5.068	4.968	0.0675
0.000010275	5.005	4.984	0.1925
0.0000103	5.005	4.968	0.13
0.000010325	5.005	4.968	0.13
0.00001035	5.005	4.968	0.13
0.000010375	5.193	5	0.0675
0.0000104	5.005	4.984	0.0675
0.000010425	5.13	4.984	0.13
0.00001045	5.068	5	0.005
0.000010475	5.13	5	0.0675
0.0000105	5.005	4.984	0.0675
0.000010525	5.193	4.984	0.0675
0.00001055	5.005	4.968	0.005
0.000010575	5.068	4.984	0.0675
0.0000106	5.068	5	0.0675
0.000010625	5.068	4.968	0.005
0.00001065	5.13	5	0.0675
0.000010675	5.068	4.968	0.005
0.0000107	5.068	4.968	0.0675
0.000010725	5.068	5	0.0675
0.00001075	5.068	5	0.0675
0.000010775	5.068	5	0.0675
0.0000108	5.005	4.984	0.0675
0.000010825	5.005	4.984	0.005
0.00001085	5.13	5	-0.0575
0.000010875	5.005	5	0.005
0.0000109	5.068	5	0.005
0.000010925	5.068	4.984	0.005
0.00001095	5.068	5	0.005
0.000010975	5.005	4.968	0.005
0.000011	5.13	4.984	-0.0575
0.000011025	5.005	4.984	0.0675
0.00001105	5.068	4.984	0.0675
0.000011075	5.068	5	0.0675
0.0000111	5.068	4.984	0.005
0.000011125	5.068	4.968	0.0675
0.00001115	5.13	5	-0.0575
0.000011175	5.005	5	-0.0575
0.0000112	5.005	4.968	0.005
0.000011225	5.005	5	0.005
0.00001125	5.005	4.984	0.0675
0.000011275	5.193	5	-0.0575
0.0000113	5.005	4.968	0.005
0.000011325	5.13	5	-0.0575
0.00001135	5.005	4.968	-0.0575
0.000011375	5.068	5	0.005
0.0000114	5.068	4.984	-0.0575
0.000011425	5.13	5.015	-0.12
0.00001145	5.005	5	-0.0575
0.000011475	5.005	4.984	-0.0575
0.0000115	5.005	5	-0.0575
0.000011525	5.068	4.984	-0.0575
0.00001155	5.005	5	0.0675
0.000011575	5.005	5	-0.0575
0.0000116	5.005	4.968	0.005
0.000011625	5.068	4.984	0.005
0.00001165	5.068	5	0.005
0.000011675	5.068	4.968	0.005
0.0000117	5.068	4.984	0.005
0.000011725	5.005	4.968	-0.12
0.00001175	5.005	4.984	-0.0575
0.000011775	5.005	5	-0.12
0.0000118	5.068	5.015	-0.0575
0.000011825	5.13	4.984	0.005
0.00001185	5.005	4.984	-0.0575
0.000011875	5.068	4.984	-0.0575
0.0000119	5.068	4.984	-0.0575
0.000011925	5.068	5	0.005
0.00001195	5.13	5	0.005
0.000011975	5.13	5	-0.0575
0.000012	5.005	4.984	-0.0575
0.000012025	5.068	4.968	-0.0575
0.00001205	5.068	4.968	0.005
0.000012075	5.068	4.984	0.005
0.0000121	5.005	4.968	0.005
0.000012125	5.068	5	0.005
0.00001215	5.068	4.968	0.005
