x-axis-Sec	ch1	ch2	ch2
0.000012175	5.005	4.968	0.005
0.0000122	5.13	4.984	-0.0575
0.000012225	5.068	5	-0.0575
0.00001225	5.13	4.984	0.005
0.000012275	5.068	5	0.005
0.0000123	5.068	5	0.005
0.000012325	5.13	4.984	0.0675
0.00001235	5.13	5	0.005
0.000012375	5.005	5.015	-0.0575
0.0000124	5.13	4.968	0.005
0.000012425	5.13	4.984	0.005
0.00001245	5.068	5	0.005
0.000012475	5.005	4.984	0.005
0.0000125	5.005	4.984	-0.12
0.000012525	5.068	4.984	0.005
0.00001255	5.005	5	-0.0575
0.000012575	5.13	4.968	0.005
0.0000126	5.13	4.968	-0.0575
0.000012625	5.005	5	0.005
0.00001265	5.068	4.968	-0.0575
0.000012675	5.005	4.984	-0.0575
0.0000127	5.068	4.984	-0.0575
0.000012725	5.068	4.968	0.0675
0.00001275	5.13	5	0.0675
0.000012775	5.068	5	0.005
0.0000128	5.068	4.968	0.0675
0.000012825	5.005	5	-0.0575
0.00001285	5.068	4.968	-0.0575
0.000012875	5.13	4.968	-0.0575
0.0000129	5.068	4.968	-0.0575
0.000012925	5.005	5	-0.0575
0.00001295	5.068	4.968	0.005
0.000012975	5.005	4.984	0.0675
0.000013	5.068	5	-0.0575
0.000013025	5.005	4.968	-0.0575
0.00001305	5.005	5	-0.0575
0.000013075	5.193	5	0.005
0.0000131	5.005	4.984	0.005
0.000013125	5.068	5	0.005
0.00001315	5.005	5	-0.0575
0.000013175	5.005	4.984	-0.0575
0.0000132	5.005	5	-0.0575
0.000013225	5.068	4.984	0.0675
0.00001325	5.005	5	0.005
0.000013275	5.068	4.984	0.0675
0.0000133	5.068	4.984	0.005
0.000013325	5.005	4.984	0.005
0.00001335	5.068	4.968	0.005
0.000013375	5.13	4.984	0.0675
0.0000134	5.068	5.015	0.005
0.000013425	5.13	4.968	-0.0575
0.00001345	5.005	5	-0.0575
0.000013475	5.13	4.984	0.005
0.0000135	5.005	5	0.005
0.000013525	5.005	4.984	0.0675
0.00001355	5.005	4.984	0.0675
0.000013575	5.068	4.968	-0.0575
0.0000136	5.13	5.015	0.0675
0.000013625	5.068	4.984	0.0675
0.00001365	5.13	5	0.0675
0.000013675	5.068	5	0.0675
0.0000137	5.005	4.968	0.0675
0.000013725	5.005	4.968	-0.0575
0.00001375	5.13	4.984	0.005
0.000013775	5.005	5	0.005
0.0000138	5.068	4.968	0.005
0.000013825	5.068	5	0.0675
0.00001385	5.005	4.984	0.005
0.000013875	5.005	5	0.005
0.0000139	5.005	4.968	0.0675
0.000013925	5.005	4.968	0.0675
0.00001395	5.13	5.015	0.0675
0.000013975	5.068	4.984	0.0675
0.000014	5.005	5	0.0675
0.000014025	5.068	4.984	0.0675
0.00001405	5.068	5	0.0675
0.000014075	5.068	4.968	0.005
0.0000141	5.13	4.984	0.005
0.000014125	5.068	4.968	0.0675
0.00001415	5.068	4.968	0.13
0.000014175	5.13	5	0.005
0.0000142	5.13	5	0.005
0.000014225	5.068	4.984	0.0675
0.00001425	5.068	4.984	0.005
0.000014275	5.005	5.015	0.0675
0.0000143	5.13	5	0.0675
0.000014325	5.005	4.968	0.0675
0.00001435	5.068	5	0.0675
0.000014375	5.068	4.984	0.005
0.0000144	5.068	5	0.0675
0.000014425	5.068	5	0.0675
0.00001445	5.005	5	0.005
0.000014475	5.005	5	0.005
0.0000145	5.005	5	0.0675
0.000014525	5.13	4.984	0.005
0.00001455	5.005	5	0.0675
0.000014575	5.068	4.984	0.0675
0.0000146	5.068	5	0.0675
0.000014625	5.005	4.984	0.0675
0.00001465	5.005	4.968	0.0675
0.000014675	5.068	5	0.005
0.0000147	5.068	4.984	0.0675
0.000014725	5.068	4.968	0.0675
0.00001475	5.068	4.968	0.0675
0.000014775	5.13	4.984	-0.0575
0.0000148	5.13	4.968	0.0675
0.000014825	5.005	4.968	0.005
0.00001485	5.005	4.984	0.0675
0.000014875	5.068	4.984	0.0675
0.0000149	5.13	5	0.0675
0.000014925	5.005	4.968	0.0675
0.00001495	5.068	5	0.0675
0.000014975	5.005	5	0.0675
0.000015	5.005	5.015	0.005
0.000015025	5.005	5	0.0675
0.00001505	5.005	4.984	0.0675
0.000015075	5.068	4.968	0.0675
0.0000151	5.068	5	0.005
0.000015125	5.005	4.968	0.005
0.00001515	5.005	5.015	0.13
0.000015175	5.005	5	0.005
0.0000152	5.005	4.968	0.0675
0.000015225	5.068	5	0.0675
0.00001525	5.13	4.984	0.13
0.000015275	5.005	5	0.005
0.0000153	5.068	4.968	0.0675
0.000015325	5.068	4.984	0.0675
0.00001535	5.005	4.968	0.0675
0.000015375	5.005	4.984	0.0675
0.0000154	5.005	5	0.005
0.000015425	5.068	5	0.0675
0.00001545	5.068	5	0.0675
0.000015475	5.13	4.984	0.005
0.0000155	5.005	5	0.005
0.000015525	5.13	4.968	0.0675
0.00001555	5.068	5.015	0.0675
0.000015575	5.005	4.984	0.0675
0.0000156	5.068	4.984	0.005
0.000015625	5.005	5	0.0675
0.00001565	5.068	5	0.0675
0.000015675	5.005	4.968	0.0675
0.0000157	5.005	4.984	0.0675
0.000015725	5.068	4.968	0.005
0.00001575	5.005	5	0.005
0.000015775	5.068	4.968	0.005
0.0000158	5.068	4.984	0.0675
0.000015825	5.005	4.984	0.0675
0.00001585	5.005	5	0.0675
0.000015875	5.068	4.984	0.0675
0.0000159	5.193	4.968	0.0675
0.000015925	5.005	4.968	0.0675
0.00001595	5.13	5	0.0675
0.000015975	5.068	5	0.0675
0.000016	5.005	5	0.0675
0.000016025	5.068	4.968	0.005
0.00001605	5.068	4.984	0.0675
0.000016075	5.005	4.984	0.0675
0.0000161	5.005	4.968	0.0675
0.000016125	5.005	5	0.0675
0.00001615	5.005	4.984	0.0675
0.000016175	5.005	4.984	0.0675
0.0000162	5.068	5	0.0675
0.000016225	5.068	5.015	0.005
0.00001625	5.068	5	0.0675
0.000016275	5.005	4.984	0.0675
0.0000163	5.005	4.984	0.0675
0.000016325	5.068	4.968	0.0675
0.00001635	5.068	4.968	0.0675
0.000016375	5.068	4.968	0.0675
0.0000164	5.068	4.984	0.005
0.000016425	5.068	5	0.0675
0.00001645	5.005	4.984	0.005
0.000016475	5.005	5	0.0675
0.0000165	5.068	5.015	0.0675
0.000016525	5.005	5	-0.0575
0.00001655	5.068	4.968	0.005
0.000016575	5.068	4.968	0.005
0.0000166	5.068	5	0.005
0.000016625	5.005	4.984	0.005
0.00001665	5.005	4.968	0.005
0.000016675	5.068	5	0.005
0.0000167	5.068	4.968	0.0675
0.000016725	5.005	4.968	0.005
0.00001675	5.068	4.968	0.0675
0.000016775	5.005	5.015	0.0675
0.0000168	5.068	4.968	0.0675
0.000016825	5.005	5	-0.0575
0.00001685	5.068	4.968	0.0675
0.000016875	5.005	4.984	0.0675
0.0000169	5.005	4.984	0.005
0.000016925	5.005	4.968	-0.0575
0.00001695	5.005	5	-0.0575
0.000016975	5.005	4.968	0.005
0.000017	5.068	4.984	-0.0575
0.000017025	5.068	5.015	-0.0575
0.00001705	5.005	4.968	0.005
0.000017075	5.005	4.968	0.0675
0.0000171	5.13	4.984	0.0675
0.000017125	5.13	4.968	0.005
0.00001715	5.068	4.984	0.005
0.000017175	5.068	4.968	-0.0575
0.0000172	5.005	4.968	-0.0575
0.000017225	5.005	4.968	0.0675
0.00001725	5.068	4.984	0.005
0.000017275	5.068	4.984	-0.0575
0.0000173	5.068	4.968	0.0675
0.000017325	5.068	5	-0.0575
0.00001735	5.068	5.015	0.0675
0.000017375	5.068	5	0.005
0.0000174	5.005	5	0.005
0.000017425	5.068	4.984	-0.0575
0.00001745	5.068	4.984	-0.0575
0.000017475	5.068	5	-0.0575
0.0000175	5.068	5	-0.0575
0.000017525	5.13	4.968	-0.0575
0.00001755	5.005	4.984	0.005
0.000017575	5.005	5	-0.12
0.0000176	5.13	5.015	0.0675
0.000017625	5.005	5	-0.0575
0.00001765	5.005	5	-0.12
0.000017675	5.068	4.968	0.005
0.0000177	5.005	4.984	-0.0575
0.000017725	5.068	5	-0.0575
0.00001775	5.005	4.984	-0.0575
0.000017775	5.068	5	0.005
0.0000178	5.068	5	-0.0575
0.000017825	5.005	4.968	0.005
0.00001785	5.068	5	0.005
0.000017875	5.005	4.984	-0.0575
0.0000179	5.068	5	0.005
0.000017925	5.068	4.968	0.005
0.00001795	5.13	5	0.005
0.000017975	5.068	4.984	0.005
0.000018	5.068	4.968	0.005
0.000018025	5.005	4.984	-0.0575
0.00001805	5.005	5	0.005
0.000018075	5.005	4.968	-0.0575
0.0000181	5.13	5	-0.0575
0.000018125	5.005	5	-0.12
0.00001815	5.005	5	0.005
0.000018175	5.068	5	0.005
0.0000182	5.068	4.984	0.005
0.000018225	5.005	4.984	-0.12
0.00001825	5.005	4.968	-0.0575
0.000018275	5.068	4.984	0.005
0.0000183	5.068	5	-0.0575
0.000018325	5.068	5	-0.12
0.00001835	5.005	4.968	-0.0575
0.000018375	5.068	4.984	-0.12
0.0000184	5.068	5	-0.0575
0.000018425	5.005	5.015	0.005
0.00001845	5.005	4.984	-0.0575
0.000018475	5.068	5	-0.12
0.0000185	5.005	4.984	0.005
0.000018525	5.068	4.968	-0.12
0.00001855	5.005	4.984	-0.0575
0.000018575	5.005	4.968	0.005
0.0000186	5.005	4.984	0.005
0.000018625	5.005	4.968	0.005
0.00001865	5.068	4.984	-0.12
0.000018675	5.068	5	-0.0575
0.0000187	5.005	4.968	-0.12
0.000018725	5.005	5	-0.12
0.00001875	5.005	5	0.005
0.000018775	5.13	4.968	-0.0575
0.0000188	5.068	5	-0.12
0.000018825	5.068	4.984	-0.0575
0.00001885	5.13	4.984	-0.0575
0.000018875	5.005	4.984	0.005
0.0000189	5.068	4.968	-0.12
0.000018925	5.068	4.984	-0.0575
0.00001895	5.005	4.984	-0.0575
0.000018975	5.005	4.968	-0.0575
0.000019	5.068	4.984	-0.0575
0.000019025	5.005	5.015	-0.0575
0.00001905	5.068	4.968	-0.0575
0.000019075	5.005	4.984	-0.12
0.0000191	5.005	4.984	-0.12
0.000019125	5.068	5	0.005
0.00001915	5.068	5	-0.12
0.000019175	5.005	5	-0.0575
0.0000192	5.005	5.015	-0.12
0.000019225	5.068	5	0.005
0.00001925	5.068	4.984	0.005
0.000019275	5.068	5	-0.0575
0.0000193	5.068	4.984	-0.12
0.000019325	5.068	4.984	-0.0575
0.00001935	5.005	4.984	-0.12
0.000019375	5.068	4.984	0.0675
0.0000194	5.068	4.968	-0.12
0.000019425	5.068	5	-0.0575
0.00001945	5.068	5	-0.12
0.000019475	5.068	4.984	-0.0575
0.0000195	5.068	4.968	-0.0575
0.000019525	5.005	5	-0.0575
0.00001955	5.068	4.968	0.005
0.000019575	5.005	4.984	-0.0575
0.0000196	5.068	4.984	0.005
0.000019625	5.068	4.968	0.005
0.00001965	5.068	5	0.005
0.000019675	5.005	4.984	0.005
0.0000197	5.068	4.968	-0.12
0.000019725	5.005	5	-0.0575
0.00001975	5.068	4.968	-0.0575
0.000019775	5.068	4.984	-0.0575
0.0000198	5.068	4.984	-0.0575
0.000019825	5.005	4.984	0.005
0.00001985	5.005	4.984	0.005
0.000019875	5.005	5	0.005
0.0000199	5.068	5	0.005
0.000019925	5.005	4.984	0.005
0.00001995	5.005	4.968	0.005
0.000019975	5.005	4.984	0.005
0.00002	5.068	5	0.005
0.000020025	5.068	4.984	-0.0575
0.00002005	5.005	4.984	-0.0575
0.000020075	5.068	5.015	-0.0575
0.0000201	5.068	4.968	0.0675
0.000020125	5.005	5	-0.0575
0.00002015	5.068	4.968	0.0675
0.000020175	5.068	4.968	0.005
0.0000202	5.068	4.984	0.0675
0.000020225	5.068	5	-0.0575
0.00002025	5.068	5	-0.0575
0.000020275	5.068	4.984	0.005
0.0000203	5.005	4.968	-0.0575
0.000020325	5.005	5	0.005
0.00002035	5.005	4.984	0.005
0.000020375	5.005	4.984	0.005
0.0000204	5.068	5	0.0675
0.000020425	5.13	4.984	0.0675
0.00002045	5.068	4.968	0.005
0.000020475	5.068	4.984	0.005
0.0000205	5.068	5	0.0675
0.000020525	5.005	5	0.0675
0.00002055	5.005	4.984	-0.0575
0.000020575	5.005	4.968	0.0675
0.0000206	5.068	4.968	0.0675
0.000020625	5.005	4.968	-0.0575
0.00002065	5.068	4.984	0.0675
0.000020675	5.068	4.968	0.005
0.0000207	5.068	5	0.005
0.000020725	5.005	4.984	0.005
0.00002075	5.005	4.968	0.005
0.000020775	5.068	5	0.005
0.0000208	5.005	5.015	0.005
0.000020825	5.005	4.984	0.005
0.00002085	5.13	4.968	0.005
0.000020875	5.005	5	0.005
0.0000209	5.068	4.984	0.005
0.000020925	5.068	5	0.005
0.00002095	5.13	4.984	0.005
0.000020975	5.005	4.984	0.005
0.000021	5.068	5	0.005
0.000021025	5.005	4.984	0.0675
0.00002105	5.005	4.968	0.0675
0.000021075	5.005	4.984	0.0675
0.0000211	5.068	4.984	0.005
0.000021125	5.13	4.984	0.0675
0.00002115	5.005	4.984	0.005
0.000021175	5.005	4.984	0.0675
0.0000212	5.005	5.015	-0.0575
0.000021225	5.005	4.984	0.0675
0.00002125	5.005	4.968	0.0675
0.000021275	5.005	5	0.005
0.0000213	5.068	4.984	0.005
0.000021325	5.068	5	0.005
0.00002135	5.005	5	0.005
0.000021375	5.068	4.984	0.0675
0.0000214	5.005	4.984	0.005
0.000021425	5.068	4.984	0.005
0.00002145	5.005	4.984	0.0675
0.000021475	5.005	4.984	0.005
0.0000215	5.005	5	0.005
0.000021525	5.005	4.984	0.0675
0.00002155	5.068	4.968	0.005
0.000021575	5.005	5	0.005
0.0000216	5.068	4.968	0.0675
0.000021625	5.005	4.968	0.0675
0.00002165	5.068	4.968	0.0675
0.000021675	5.005	5	0.0675
0.0000217	5.068	4.984	0.005
0.000021725	5.005	4.968	0.005
0.00002175	5.068	5	0.005
0.000021775	5.005	4.984	0.005
0.0000218	5.005	4.984	0.0675
0.000021825	5.068	5	0.0675
0.00002185	5.005	5	0.0675
0.000021875	4.943	4.984	0.0675
0.0000219	5.068	4.984	0.0675
0.000021925	5.005	4.968	0.0675
0.00002195	5.005	5	0.005
0.000021975	5.068	5	0.0675
0.000022	5.005	4.968	0.0675
0.000022025	5.068	4.968	0.005
0.00002205	5.005	4.984	-0.0575
0.000022075	5.068	4.984	0.005
0.0000221	5.068	5	0.0675
0.000022125	5.005	4.984	0.0675
0.00002215	5.005	4.968	0.0675
0.000022175	5.005	4.968	0.0675
0.0000222	5.068	4.968	0.0675
0.000022225	5.005	4.984	0.005
0.00002225	5.068	4.968	0.005
0.000022275	5.005	5.015	0.0675
0.0000223	5.068	4.968	-0.0575
0.000022325	5.068	5	0.0675
0.00002235	5.068	4.984	0.0675
0.000022375	5.068	4.968	0.005
0.0000224	5.005	4.968	0.005
0.000022425	5.005	4.984	0.0675
0.00002245	5.068	4.968	0.0675
0.000022475	5.005	5.015	0.0675
0.0000225	5.068	4.968	0.0675
0.000022525	5.13	5	0.005
0.00002255	5.005	4.968	0.005
0.000022575	5.068	5	0.005
0.0000226	5.068	5	0.005
0.000022625	5.068	4.984	0.0675
0.00002265	5.005	4.984	0.005
0.000022675	5.068	5	0.0675
0.0000227	5.068	4.984	0.0675
0.000022725	5.005	4.984	-0.0575
0.00002275	5.005	5	0.0675
0.000022775	5.068	4.968	0.0675
0.0000228	5.068	5	0.0675
0.000022825	5.005	5	0.005
0.00002285	5.005	4.968	0.005
0.000022875	5.068	5	0.005
0.0000229	5.005	5.015	0.005
0.000022925	5.005	5	0.005
0.00002295	5.005	4.968	0.005
0.000022975	5.068	4.968	-0.0575
0.000023	5.005	4.984	0.005
0.000023025	5.068	5	0.005
0.00002305	5.068	4.984	-0.0575
0.000023075	5.005	4.984	0.0675
0.0000231	5.068	4.968	0.005
0.000023125	5.005	4.984	0.0675
0.00002315	5.068	4.968	0.005
0.000023175	5.005	5	0.005
0.0000232	5.005	4.968	-0.0575
0.000023225	5.005	4.968	0.0675
0.00002325	5.005	4.984	0.005
0.000023275	5.005	5	0.005
0.0000233	5.068	4.984	-0.0575
0.000023325	5.068	5	0.005
0.00002335	5.005	4.984	0.0675
0.000023375	5.005	5	0.0675
0.0000234	5.005	4.968	0.005
0.000023425	5.005	4.968	-0.0575
0.00002345	5.068	5	0.005
0.000023475	5.005	5	0.0675
0.0000235	5.13	4.984	-0.0575
0.000023525	5.068	5	0.005
0.00002355	5.005	4.968	0.0675
0.000023575	5.068	4.968	-0.0575
0.0000236	5.005	4.984	0.005
0.000023625	5.005	4.984	0.005
0.00002365	5.005	5	0.005
0.000023675	5.005	4.984	0.005
0.0000237	5.068	4.984	-0.0575
0.000023725	5.005	4.968	0.005
0.00002375	5.005	4.984	-0.0575
0.000023775	5.005	5.015	-0.0575
0.0000238	5.068	4.968	-0.0575
0.000023825	5.005	5	0.005
0.00002385	5.005	4.968	0.005
0.000023875	5.005	5	0.005
0.0000239	4.943	5	0.005
0.000023925	5.005	4.984	0.005
0.00002395	5.068	5	0.005
0.000023975	5.005	4.984	0.005
0.000024	5.005	4.984	0.005
0.000024025	5.005	4.968	0.005
0.00002405	5.068	4.968	0.0675
0.000024075	5.005	4.984	0.005
0.0000241	5.068	4.984	-0.0575
0.000024125	5.068	4.968	-0.0575
0.00002415	5.068	4.984	0.005
0.000024175	5.068	5	0.005
0.0000242	5.005	4.984	0.005
0.000024225	5.005	4.984	-0.0575
0.00002425	5.005	4.984	-0.0575
0.000024275	5.005	4.968	0.005
0.0000243	5.005	4.984	-0.0575
0.000024325	4.943	4.968	0.005
0.00002435	5.068	4.984	0.005
0.000024375	5.068	5.015	-0.0575
0.0000244	5.005	4.968	0.0675
0.000024425	5.005	4.968	0.005
0.00002445	5.005	4.968	0.005
0.000024475	5.068	4.968	0.005
0.0000245	5.068	5	0.005
0.000024525	5.068	4.968	-0.0575
0.00002455	5.068	4.984	0.005
0.000024575	5.068	5	0.005
0.0000246	5.005	5	-0.0575
0.000024625	5.068	5	0.005
0.00002465	5.005	4.984	0.0675
0.000024675	5.068	5.015	-0.0575
0.0000247	5.005	5	0.005
0.000024725	5.068	4.984	-0.0575
0.00002475	5.068	4.984	0.005
0.000024775	5.005	4.968	0.005
0.0000248	5.068	4.984	0.005
0.000024825	1.943	4.968	-0.0575
0.00002485	-0.8075	5	0.005
0.000024875	0.005	4.968	0.005
0.0000249	-0.1825	4.968	-0.12
0.000024925	-0.245	5	-0.0575
0.00002495	-0.1825	5.062	-0.0575
0.000024975	-0.1825	5.437	-0.0575
