x-axis-Sec	ch1	ch2
-0.00000306	2.458	0.23
-0.00000305	2.52	0.23
-0.00000304	2.458	0.23
-0.00000303	2.52	0.355
-0.00000302	2.458	0.2925
-0.00000301	2.395	0.2925
-0.000003	2.458	0.2925
-0.00000299	2.395	0.2925
-0.00000298	2.458	0.2925
-0.00000297	2.395	0.2925
-0.00000296	2.458	0.2925
-0.00000295	2.395	0.2925
-0.00000294	2.458	0.2925
-0.00000293	2.395	0.23
-0.00000292	2.458	0.2925
-0.00000291	2.395	0.2925
-0.0000029	2.458	0.2925
-0.00000289	2.395	0.355
-0.00000288	2.395	0.2925
-0.00000287	2.395	0.2925
-0.00000286	2.458	0.2925
-0.00000285	2.395	0.2925
-0.00000284	2.395	0.2925
-0.00000283	2.395	0.2925
-0.00000282	2.458	0.2925
-0.00000281	2.395	0.355
-0.0000028	2.395	0.2925
-0.00000279	2.27	0.355
-0.00000278	2.395	0.2925
-0.00000277	2.395	0.355
-0.00000276	2.395	0.2925
-0.00000275	2.395	0.2925
-0.00000274	2.395	0.355
-0.00000273	2.395	0.2925
-0.00000272	2.395	0.2925
-0.00000271	2.395	0.2925
-0.0000027	2.395	0.2925
-0.00000269	2.395	0.355
-0.00000268	2.395	0.2925
-0.00000267	2.395	0.355
-0.00000266	2.333	0.2925
-0.00000265	2.395	0.2925
-0.00000264	2.395	0.2925
-0.00000263	2.27	0.2925
-0.00000262	2.395	0.2925
-0.00000261	2.27	0.355
-0.0000026	2.395	0.2925
-0.00000259	2.395	0.2925
-0.00000258	2.395	0.355
-0.00000257	2.27	0.355
-0.00000256	2.395	0.2925
-0.00000255	2.27	0.355
-0.00000254	2.333	0.2925
-0.00000253	2.27	0.2925
-0.00000252	2.333	0.2925
-0.00000251	2.27	0.2925
-0.0000025	2.333	0.355
-0.00000249	2.27	0.355
-0.00000248	2.333	0.355
-0.00000247	2.27	0.2925
-0.00000246	2.333	0.4175
-0.00000245	2.27	0.355
-0.00000244	2.333	0.355
-0.00000243	2.208	0.355
-0.00000242	2.333	0.355
-0.00000241	2.27	0.355
-0.0000024	2.333	0.2925
-0.00000239	2.27	0.2925
-0.00000238	2.333	0.355
-0.00000237	2.27	0.355
-0.00000236	2.27	0.355
-0.00000235	2.27	0.355
-0.00000234	2.333	0.355
-0.00000233	2.208	0.355
-0.00000232	2.27	0.355
-0.00000231	2.27	0.355
-0.0000023	2.333	0.4175
-0.00000229	2.27	0.4175
-0.00000228	2.333	0.2925
-0.00000227	2.27	0.4175
-0.00000226	2.27	0.355
-0.00000225	2.208	0.355
-0.00000224	2.27	0.355
-0.00000223	2.27	0.4175
-0.00000222	2.27	0.355
-0.00000221	2.208	0.355
-0.0000022	2.27	0.355
-0.00000219	2.208	0.355
-0.00000218	2.333	0.4175
-0.00000217	2.27	0.4175
-0.00000216	2.27	0.4175
-0.00000215	2.208	0.4175
-0.00000214	2.27	0.355
-0.00000213	2.208	0.4175
-0.00000212	2.27	0.355
-0.00000211	2.208	0.355
-0.0000021	2.27	0.48
-0.00000209	2.208	0.48
-0.00000208	2.27	0.4175
-0.00000207	2.208	0.4175
-0.00000206	2.27	0.4175
-0.00000205	2.208	0.5425
-0.00000204	2.27	0.4175
-0.00000203	2.208	0.4175
-0.00000202	2.27	0.4175
-0.00000201	2.208	0.4175
-0.000002	2.27	0.4175
-0.00000199	2.208	0.4175
-0.00000198	2.27	0.4175
-0.00000197	2.208	0.4175
-0.00000196	2.27	0.355
-0.00000195	2.208	0.48
-0.00000194	2.208	0.4175
-0.00000193	2.208	0.4175
-0.00000192	2.145	0.48
-0.00000191	2.208	0.4175
-0.0000019	2.27	0.4175
-0.00000189	2.208	0.4175
-0.00000188	2.27	0.4175
-0.00000187	2.208	0.4175
-0.00000186	2.208	0.48
-0.00000185	2.208	0.5425
-0.00000184	2.208	0.48
-0.00000183	2.145	0.48
-0.00000182	2.208	0.48
-0.00000181	2.208	0.5425
-0.0000018	2.208	0.48
-0.00000179	2.208	0.48
-0.00000178	2.208	0.48
-0.00000177	2.208	0.5425
-0.00000176	2.145	0.48
-0.00000175	2.208	0.48
-0.00000174	2.145	0.48
-0.00000173	2.208	0.5425
-0.00000172	2.145	0.48
-0.00000171	2.208	0.48
-0.0000017	2.208	0.48
-0.00000169	2.145	0.5425
-0.00000168	2.208	0.48
-0.00000167	2.208	0.48
-0.00000166	2.145	0.48
-0.00000165	2.145	0.5425
-0.00000164	2.145	0.48
-0.00000163	2.208	0.48
-0.00000162	2.145	0.48
-0.00000161	2.145	0.5425
-0.0000016	2.145	0.5425
-0.00000159	2.208	0.48
-0.00000158	2.145	0.48
-0.00000157	2.145	0.5425
-0.00000156	2.145	0.5425
-0.00000155	2.208	0.48
-0.00000154	2.145	0.5425
-0.00000153	2.145	0.5425
-0.00000152	2.145	0.48
-0.00000151	2.02	0.605
-0.0000015	2.145	0.5425
-0.00000149	2.208	0.48
-0.00000148	2.145	0.48
-0.00000147	2.02	0.5425
-0.00000146	2.145	0.48
-0.00000145	2.145	0.605
-0.00000144	2.083	0.5425
-0.00000143	2.208	0.48
-0.00000142	2.145	0.5425
-0.00000141	2.02	0.605
-0.0000014	2.083	0.48
-0.00000139	2.145	0.605
-0.00000138	2.083	0.5425
-0.00000137	2.02	0.5425
-0.00000136	2.083	0.605
-0.00000135	2.02	0.605
-0.00000134	2.145	0.5425
-0.00000133	2.02	0.605
-0.00000132	2.083	0.605
-0.00000131	2.208	0.605
-0.0000013	2.083	0.5425
-0.00000129	2.145	0.605
-0.00000128	2.083	0.605
-0.00000127	2.02	0.6675
-0.00000126	2.083	0.5425
-0.00000125	2.02	0.605
-0.00000124	2.083	0.5425
-0.00000123	2.02	0.605
-0.00000122	2.083	0.5425
-0.00000121	2.02	0.6675
-0.0000012	2.083	0.5425
-0.00000119	2.02	0.6675
-0.00000118	2.083	0.5425
-0.00000117	2.02	0.6675
-0.00000116	2.083	0.605
-0.00000115	2.02	0.6675
