#Vin    Av      Vin     Av
0.2	1.91    0.2     0.910
0.3	1.89    0.3     0.893
0.4	1.90    0.4     0.900
0.5	1.88    0.5     0.902
0.6	1.90    0.6     0.902
0.7	1.91    0.7     0.906
0.8	1.91    0.8     0.906
0.9	1.91    0.9     0.903
1	1.90    1       0.906
